category_id,category_name,parent_id,parent_name,root_id,root_name,path
30748,MSAs,27305,Minnesota,3008,U.S. Regional Data,U.S. Regional Data > States > Minnesota > MSAs
30749,"Duluth, MN-WI",30748,MSAs,3008,U.S. Regional Data,"U.S. Regional Data > States > Minnesota > MSAs > Duluth, MN-WI"
30750,"Fargo, ND-MN",30748,MSAs,3008,U.S. Regional Data,"U.S. Regional Data > States > Minnesota > MSAs > Fargo, ND-MN"
30751,"Grand Forks, ND-MN",30748,MSAs,3008,U.S. Regional Data,"U.S. Regional Data > States > Minnesota > MSAs > Grand Forks, ND-MN"
30752,"La Crosse, WI-MN",30748,MSAs,3008,U.S. Regional Data,"U.S. Regional Data > States > Minnesota > MSAs > La Crosse, WI-MN"
33200,"Mankato-North Mankato, MN",30748,MSAs,3008,U.S. Regional Data,"U.S. Regional Data > States > Minnesota > MSAs > Mankato-North Mankato, MN"
30753,"Minneapolis-St. Paul-Bloomington, MN-WI",30748,MSAs,3008,U.S. Regional Data,"U.S. Regional Data > States > Minnesota > MSAs > Minneapolis-St. Paul-Bloomington, MN-WI"
30754,"Rochester, MN",30748,MSAs,3008,U.S. Regional Data,"U.S. Regional Data > States > Minnesota > MSAs > Rochester, MN"
30755,"St. Cloud, MN",30748,MSAs,3008,U.S. Regional Data,"U.S. Regional Data > States > Minnesota > MSAs > St. Cloud, MN"
32927,CPI for MSAs and Consolidated MSAs,27305,Minnesota,3008,U.S. Regional Data,U.S. Regional Data > States > Minnesota > CPI for MSAs and Consolidated MSAs
32928,"Minneapolis-St. Paul, MN-WI (MSA)",32927,CPI for MSAs and Consolidated MSAs,3008,U.S. Regional Data,"U.S. Regional Data > States > Minnesota > CPI for MSAs and Consolidated MSAs > Minneapolis-St. Paul, MN-WI (MSA)"
153,Mississippi,27281,States,3008,U.S. Regional Data,U.S. Regional Data > States > Mississippi
28755,Counties,153,Mississippi,3008,U.S. Regional Data,U.S. Regional Data > States > Mississippi > Counties
28756,"Adams County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Adams County, MS"
616,"Alcorn County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Alcorn County, MS"
28758,"Amite County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Amite County, MS"
614,"Attala County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Attala County, MS"
611,"Benton County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Benton County, MS"
612,"Bolivar County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Bolivar County, MS"
608,"Calhoun County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Calhoun County, MS"
606,"Carroll County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Carroll County, MS"
604,"Chickasaw County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Chickasaw County, MS"
602,"Choctaw County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Choctaw County, MS"
28766,"Claiborne County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Claiborne County, MS"
